agent,label,seed,implementation,shortfall_bps,effective_bps,fill_frac,duration,children,vwap,arrival,gross_cost,total_cost,total_fees,fee_bps,gross_effective_bps,net_effective_bps,hypothetical_liquidation_cost,hypothetical_liquidation_fees,completion_penalty_bps,optimization_cost_bps,unpriced_leftover_qty,fillable_leftover_qty,outstanding_qty,status,invalid_reasons,accounting,decision_horizon,decision_duration,settlement_duration,total_duration,settlement_complete,late_filled_qty,late_fees,settlement_pending_order_ids,phase,cell,episode_reward
twap,TWAP,47000,twap,3.651097799154463,3.651097799154463,1.0,60.0,20,99.98448697433948,100.01100352112677,60.61682595573942,83.4732796780734,22.85645372233398,0.9997348637064541,2.6513629354480095,3.651097799154463,0.0,0.0,0.0,3.651097799154463,0,0,0,VALID,[],"{'cash': 228541.68076961793, 'inventory': 0, 'average_cost': 0.0, 'gross_realized_pnl': -60.61682595573251, 'unrealized_pnl': 0.0, 'total_fees': 22.85645372233398, 'realized_pnl': -83.47327967806649, 'equity': 228541.68076961793, 'total_pnl': -83.47327967806649}",60.0,60.0,0.0,60.0,True,0,0.0,[],diagnostic,0,
random,Random,47000,random,2.5311084381585327,2.5311084381585327,1.0,42.0,15,99.99120515965434,100.01100352112677,45.25905432594872,57.8675056589467,12.608451332997983,0.5514901186366995,1.9796183195218333,2.5311084381585327,0.0,0.0,0.0,2.5311084381585327,0,0,0,VALID,[],"{'cash': 228567.2865436368, 'inventory': 0, 'average_cost': 0.0, 'gross_realized_pnl': -45.259054325956896, 'unrealized_pnl': 0.0, 'total_fees': 12.608451332997983, 'realized_pnl': -57.86750565895488, 'equity': 228567.2865436368, 'total_pnl': -57.86750565895488}",60.0,42.0,0.0,42.0,True,0,0.0,[],diagnostic,0,-2.53110843815884
all_wait,all_wait capacity control,47000,fixed_action_zero,0.0,4.266538582776397,0.0,60.0,0,100.01100352112677,100.01100352112677,0.0,0.0,0.0,0.0,3.266865269303326,4.266538582776397,74.68875754527672,22.85504652917505,0.0,4.266538582776397,0,2286,0,VALID,[],"{'cash': 0.0, 'inventory': 2286, 'average_cost': 100.01100352112677, 'gross_realized_pnl': 0.0, 'unrealized_pnl': -50.30809859154701, 'total_fees': 0.0, 'realized_pnl': 0.0, 'equity': 228574.84595070424, 'total_pnl': -50.30809859154701}",60.0,60.0,0.0,60.0,True,0,0.0,[],diagnostic,0,-4.266538582776396
all_market,all_market capacity control,47000,fixed_action_four,3.935306043065778,3.935306043065778,1.0,22.0,11,99.98164429490328,100.01100352112677,67.1151911468889,89.97099503270381,22.855803885814908,0.9997064400396981,2.93559960302608,3.935306043065778,0.0,0.0,0.0,3.935306043065778,0,0,0,VALID,[],"{'cash': 228535.1830542633, 'inventory': 0, 'average_cost': 0.0, 'gross_realized_pnl': -67.11519114687863, 'unrealized_pnl': 0.0, 'total_fees': 22.855803885814908, 'realized_pnl': -89.97099503269354, 'equity': 228535.1830542633, 'total_pnl': -89.97099503269354}",60.0,22.0,0.0,22.0,True,0,0.0,[],diagnostic,0,-3.9353060430654443
twap,TWAP,47001,twap,2.2068716207286747,2.2068716207286747,1.0,60.0,20,99.9832148512246,99.9952842052314,27.590543259544535,50.446706174534484,22.85616291498995,0.9998793007680042,1.2069923199606705,2.2068716207286747,0.0,0.0,0.0,2.2068716207286747,0,0,0,VALID,[],"{'cash': 228538.77298698452, 'inventory': 0, 'average_cost': 0.0, 'gross_realized_pnl': -27.59054325956579, 'unrealized_pnl': 0.0, 'total_fees': 22.85616291498995, 'realized_pnl': -50.44670617455574, 'equity': 228538.77298698452, 'total_pnl': -50.44670617455574}",60.0,60.0,0.0,60.0,True,0,0.0,[],diagnostic,0,
random,Random,47001,random,1.849286736443262,1.849286736443262,1.0,40.0,15,99.9808026307451,99.9952842052314,33.10487927565784,42.27270120724738,9.167821931589542,0.40106099246043786,1.448225743982824,1.849286736443262,0.0,0.0,0.0,1.849286736443262,0,0,0,VALID,[],"{'cash': 228546.94699195193, 'inventory': 0, 'average_cost': 0.0, 'gross_realized_pnl': -33.10487927566402, 'unrealized_pnl': 0.0, 'total_fees': 9.167821931589542, 'realized_pnl': -42.27270120725356, 'equity': 228546.94699195193, 'total_pnl': -42.27270120725356}",60.0,40.0,0.0,40.0,True,0,0.0,[],diagnostic,0,-1.849286736443091
all_wait,all_wait capacity control,47001,fixed_action_zero,0.0,1.4766427800191952,0.0,60.0,0,99.9952842052314,99.9952842052314,0.0,0.0,0.0,0.0,0.47669044906410174,1.4766427800191952,10.896629778674457,22.85783230633803,0.0,1.4766427800191952,0,2286,0,VALID,[],"{'cash': 0.0, 'inventory': 2286, 'average_cost': 99.9952842052314, 'gross_realized_pnl': 0.0, 'unrealized_pnl': 14.373742454704512, 'total_fees': 0.0, 'realized_pnl': 0.0, 'equity': 228603.59343561367, 'total_pnl': 14.373742454704512}",60.0,60.0,0.0,60.0,True,0,0.0,[],diagnostic,0,-1.4766427800191955
all_market,all_market capacity control,47001,fixed_action_four,3.3449834636134326,3.3449834636134326,1.0,22.0,11,99.97183313133395,99.9952842052314,53.60915492956855,76.46271598339149,22.853561053822947,0.999765478201459,2.345217985411974,3.3449834636134326,0.0,0.0,0.0,3.3449834636134326,0,0,0,VALID,[],"{'cash': 228512.75697717565, 'inventory': 0, 'average_cost': 0.0, 'gross_realized_pnl': -53.60915492958695, 'unrealized_pnl': 0.0, 'total_fees': 22.853561053822947, 'realized_pnl': -76.4627159834099, 'equity': 228512.75697717565, 'total_pnl': -76.4627159834099}",60.0,22.0,0.0,22.0,True,0,0.0,[],diagnostic,0,-3.344983463613824
twap,TWAP,47002,twap,-0.12165538219163388,-0.12165538219163388,1.0,60.0,20,99.9656265458015,99.95441398390342,-25.631916499000393,-2.7797742706301563,22.852142228370237,1.0001121767558956,-1.1217675589475293,-0.12165538219163388,0.0,0.0,0.0,-0.12165538219163388,0,0,0,VALID,[],"{'cash': 228498.5701414739, 'inventory': 0, 'average_cost': 0.0, 'gross_realized_pnl': 25.631916499011453, 'unrealized_pnl': 0.0, 'total_fees': 22.852142228370237, 'realized_pnl': 2.779774270641216, 'equity': 228498.5701414739, 'total_pnl': 2.779774270641216}",60.0,60.0,0.0,60.0,True,0,0.0,[],diagnostic,0,
random,Random,47002,random,-0.816348874031583,-0.816348874031583,1.0,48.0,17,99.9650049245605,99.95441398390342,-24.210890342062335,-18.653228118722296,5.5576622233400395,0.24322821065581215,-1.059577084687395,-0.816348874031583,0.0,0.0,0.0,-0.816348874031583,0,0,0,VALID,[],"{'cash': 228514.44359532185, 'inventory': 0, 'average_cost': 0.0, 'gross_realized_pnl': 24.210890342069078, 'unrealized_pnl': 0.0, 'total_fees': 5.5576622233400395, 'realized_pnl': 18.65322811872904, 'equity': 228514.44359532185, 'total_pnl': 18.65322811872904}",60.0,48.0,0.0,48.0,True,0,0.0,[],diagnostic,0,0.8163488740311442
all_wait,all_wait capacity control,47002,fixed_action_zero,0.0,-1.3030186554504044,0.0,60.0,0,99.95441398390342,99.95441398390342,0.0,0.0,0.0,0.0,-2.3032489803484393,-1.3030186554504044,-52.62826961771715,22.854841863682093,0.0,-1.3030186554504044,0,2286,0,VALID,[],"{'cash': 0.0, 'inventory': 2286, 'average_cost': 99.95441398390342, 'gross_realized_pnl': 0.0, 'unrealized_pnl': 114.98993963783101, 'total_fees': 0.0, 'realized_pnl': 0.0, 'equity': 228610.78030684104, 'total_pnl': 114.98993963783101}",60.0,60.0,0.0,60.0,True,0,0.0,[],diagnostic,0,1.303018655450404
all_market,all_market capacity control,47002,fixed_action_four,2.1982850949205663,2.1982850949205663,1.0,22.0,11,99.94243539759995,99.95441398390342,27.383048289740376,50.22988902163172,22.846840731891344,0.9998801595064585,1.1984049354141082,2.1982850949205663,0.0,0.0,0.0,2.1982850949205663,0,0,0,VALID,[],"{'cash': 228445.56047818172, 'inventory': 0, 'average_cost': 0.0, 'gross_realized_pnl': -27.38304828972447, 'unrealized_pnl': 0.0, 'total_fees': 22.846840731891344, 'realized_pnl': -50.22988902161582, 'equity': 228445.56047818172, 'total_pnl': -50.22988902161582}",60.0,22.0,0.0,22.0,True,0,0.0,[],diagnostic,0,-2.1982850949204815
twap,TWAP,47003,twap,1.769769558122194,1.769769558122194,1.0,60.0,20,99.97815523939789,99.98585261569417,17.596202213284666,40.45120850101101,22.855006287726344,0.9999230153457217,0.7698465427764725,1.769769558122194,0.0,0.0,0.0,1.769769558122194,0,0,0,VALID,[],"{'cash': 228527.2078709758, 'inventory': 0, 'average_cost': 0.0, 'gross_realized_pnl': -17.596202213284528, 'unrealized_pnl': 0.0, 'total_fees': 22.855006287726344, 'realized_pnl': -40.45120850101087, 'equity': 228527.2078709758, 'total_pnl': -40.45120850101087}",60.0,60.0,0.0,60.0,True,0,0.0,[],diagnostic,0,
random,Random,47003,random,0.6959922218129361,0.6959922218129361,1.0,44.0,16,99.98316671683645,99.98585261569417,6.139964788736718,15.908131287730683,9.768166498993965,0.42736433222153297,0.2686278895914031,0.6959922218129361,0.0,0.0,0.0,0.6959922218129361,0,0,0,VALID,[],"{'cash': 228551.75094818918, 'inventory': 0, 'average_cost': 0.0, 'gross_realized_pnl': -6.139964788733565, 'unrealized_pnl': 0.0, 'total_fees': 9.768166498993965, 'realized_pnl': -15.90813128772753, 'equity': 228551.75094818918, 'total_pnl': -15.90813128772753}",60.0,44.0,0.0,44.0,True,0,0.0,[],diagnostic,0,-0.6959922218127468
all_wait,all_wait capacity control,47003,fixed_action_zero,0.0,,0.0,60.0,0,99.98585261569417,99.98585261569417,0.0,0.0,0.0,0.0,,,59.250817404420204,19.781275150905433,0.0,3.4577110722320006,307,1979,0,INVALID,['insufficient_terminal_depth'],"{'cash': 0.0, 'inventory': 2286, 'average_cost': 99.98585261569417, 'gross_realized_pnl': 0.0, 'unrealized_pnl': -14.373742454736998, 'total_fees': 0.0, 'realized_pnl': 0.0, 'equity': 228553.28533702213, 'total_pnl': -14.373742454736998}",60.0,60.0,0.0,60.0,True,0,0.0,[],diagnostic,0,-3.4577110722320006
all_market,all_market capacity control,47003,fixed_action_four,2.441753488974781,2.441753488974781,1.0,22.0,11,99.9714356788148,99.98585261569417,32.957117706234015,55.810587902411086,22.853470196177074,0.9998558102321261,1.4418976787426547,2.441753488974781,0.0,0.0,0.0,2.441753488974781,0,0,0,VALID,[],"{'cash': 228511.84849157455, 'inventory': 0, 'average_cost': 0.0, 'gross_realized_pnl': -32.95711770623349, 'unrealized_pnl': 0.0, 'total_fees': 22.853470196177074, 'realized_pnl': -55.81058790241056, 'equity': 228511.84849157455, 'total_pnl': -55.81058790241056}",60.0,22.0,0.0,22.0,True,0,0.0,[],diagnostic,0,-2.4417534889749293
twap,TWAP,47004,twap,2.6746927111482157,2.6746927111482157,1.0,60.0,20,99.98796640296725,100.00471579476861,38.289109657943065,61.146358777661376,22.857249119718315,0.9998325139802834,1.6748601971679322,2.6746927111482157,0.0,0.0,0.0,2.6746927111482157,0,0,0,VALID,[],"{'cash': 228549.6339480636, 'inventory': 0, 'average_cost': 0.0, 'gross_realized_pnl': -38.2891096579401, 'unrealized_pnl': 0.0, 'total_fees': 22.857249119718315, 'realized_pnl': -61.14635877765842, 'equity': 228549.6339480636, 'total_pnl': -61.14635877765842}",60.0,60.0,0.0,60.0,True,0,0.0,[],diagnostic,0,
random,Random,47004,random,0.8952575657607112,0.8952575657607112,1.0,38.0,14,100.00108646190354,100.00471579476861,8.296654929582932,20.466553068415926,12.169898138832995,0.5323413936341311,0.3629161721265801,0.8952575657607112,0.0,0.0,0.0,0.8952575657607112,0,0,0,VALID,[],"{'cash': 228590.31375377256, 'inventory': 0, 'average_cost': 0.0, 'gross_realized_pnl': -8.296654929570153, 'unrealized_pnl': 0.0, 'total_fees': 12.169898138832995, 'realized_pnl': -20.466553068403147, 'equity': 228590.31375377256, 'total_pnl': -20.466553068403147}",60.0,38.0,0.0,38.0,True,0,0.0,[],diagnostic,0,-0.8952575657604722
all_wait,all_wait capacity control,47004,fixed_action_zero,0.0,2.797761105636634,0.0,60.0,0,100.00471579476861,100.00471579476861,0.0,0.0,0.0,0.0,1.7979408997266066,2.797761105636634,41.10286720320834,22.856967743963786,0.0,2.797761105636634,0,2286,0,VALID,[],"{'cash': 0.0, 'inventory': 2286, 'average_cost': 100.00471579476861, 'gross_realized_pnl': 0.0, 'unrealized_pnl': -21.56061368207301, 'total_fees': 0.0, 'realized_pnl': 0.0, 'equity': 228589.219693159, 'total_pnl': -21.56061368207301}",60.0,60.0,0.0,60.0,True,0,0.0,[],diagnostic,0,-2.7977611056366336
all_market,all_market capacity control,47004,fixed_action_four,1.4251703639769235,1.4251703639769235,1.0,22.0,11,100.00046346539429,100.00471579476861,9.720824949705785,32.580930897894916,22.86010594818913,0.9999574787114733,0.42521288526545026,1.4251703639769235,0.0,0.0,0.0,1.4251703639769235,0,0,0,VALID,[],"{'cash': 228578.19937594316, 'inventory': 0, 'average_cost': 0.0, 'gross_realized_pnl': -9.720824949691547, 'unrealized_pnl': 0.0, 'total_fees': 22.86010594818913, 'realized_pnl': -32.58093089788068, 'equity': 228578.19937594316, 'total_pnl': -32.58093089788068}",60.0,22.0,0.0,22.0,True,0,0.0,[],diagnostic,0,-1.4251703639765914
twap,TWAP,47005,twap,2.2636702676828286,2.2636702676828286,1.0,60.0,20,99.96064257372758,99.97327716297788,28.882671026167536,51.733673918521674,22.851002892354142,0.9998736203352658,1.2637966473475626,2.2636702676828286,0.0,0.0,0.0,2.2636702676828286,0,0,0,VALID,[],"{'cash': 228487.177920649, 'inventory': 0, 'average_cost': 0.0, 'gross_realized_pnl': -28.882671026172773, 'unrealized_pnl': 0.0, 'total_fees': 22.851002892354142, 'realized_pnl': -51.73367391852692, 'equity': 228487.177920649, 'total_pnl': -51.73367391852692}",60.0,60.0,0.0,60.0,True,0,0.0,[],diagnostic,0,
random,Random,47005,random,0.795528625007923,0.795528625007923,1.0,38.0,17,99.96999439770734,99.97327716297788,7.5044014084530835,18.180924610163352,10.676523201710268,0.467164349703854,0.328364275304069,0.795528625007923,0.0,0.0,0.0,0.795528625007923,0,0,0,VALID,[],"{'cash': 228520.73066995715, 'inventory': 0, 'average_cost': 0.0, 'gross_realized_pnl': -7.504401408462812, 'unrealized_pnl': 0.0, 'total_fees': 10.676523201710268, 'realized_pnl': -18.18092461017308, 'equity': 228520.73066995715, 'total_pnl': -18.18092461017308}",60.0,38.0,0.0,38.0,True,0,0.0,[],diagnostic,0,-0.7955286250078187
all_wait,all_wait capacity control,47005,fixed_action_zero,0.0,2.422677868579657,0.0,60.0,0,99.97327716297788,99.97327716297788,0.0,0.0,0.0,0.0,1.4228201505947162,2.422677868579657,32.516976861173504,22.850639461770626,0.0,2.422677868579657,0,2286,0,VALID,[],"{'cash': 0.0, 'inventory': 2286, 'average_cost': 99.97327716297788, 'gross_realized_pnl': 0.0, 'unrealized_pnl': 7.186871227336013, 'total_fees': 0.0, 'realized_pnl': 0.0, 'equity': 228546.09846579476, 'total_pnl': 7.186871227336013}",60.0,60.0,0.0,60.0,True,0,0.0,[],diagnostic,0,-2.4226778685796573
all_market,all_market capacity control,47005,fixed_action_four,2.9277608361350302,2.9277608361350302,1.0,22.0,11,99.95400277870196,99.97327716297788,44.06124245473878,66.91072748995005,22.849485035211263,0.9998072046368498,1.92795363149818,2.9277608361350302,0.0,0.0,0.0,2.9277608361350302,0,0,0,VALID,[],"{'cash': 228472.00086707747, 'inventory': 0, 'average_cost': 0.0, 'gross_realized_pnl': -44.06124245474025, 'unrealized_pnl': 0.0, 'total_fees': 22.849485035211263, 'realized_pnl': -66.91072748995151, 'equity': 228472.00086707747, 'total_pnl': -66.91072748995151}",60.0,22.0,0.0,22.0,True,0,0.0,[],diagnostic,0,-2.927760836134575
twap,TWAP,47006,twap,2.8647561243377244,2.8647561243377244,1.0,60.0,20,99.98449385068064,100.00314386317908,42.633928571431134,65.49038386569673,22.856455294265597,0.9998135057381401,1.8649426185995845,2.8647561243377244,0.0,0.0,0.0,2.8647561243377244,0,0,0,VALID,[],"{'cash': 228541.69648736177, 'inventory': 0, 'average_cost': 0.0, 'gross_realized_pnl': -42.63392857141338, 'unrealized_pnl': 0.0, 'total_fees': 22.856455294265597, 'realized_pnl': -65.49038386567898, 'equity': 228541.69648736177, 'total_pnl': -65.49038386567898}",60.0,60.0,0.0,60.0,True,0,0.0,[],diagnostic,0,
random,Random,47006,random,2.9492028604564777,2.9492028604564777,1.0,40.0,16,99.97890751112098,100.00314386317908,55.4043008048172,67.42089694415323,12.016596139336027,0.5256438480258663,2.4235590124306112,2.9492028604564777,0.0,0.0,0.0,2.9492028604564777,0,0,0,VALID,[],"{'cash': 228539.76597428345, 'inventory': 0, 'average_cost': 0.0, 'gross_realized_pnl': -55.40430080481546, 'unrealized_pnl': 0.0, 'total_fees': 12.016596139336027, 'realized_pnl': -67.4208969441515, 'equity': 228539.76597428345, 'total_pnl': -67.4208969441515}",60.0,40.0,0.0,40.0,True,0,0.0,[],diagnostic,0,-2.9492028604569924
all_wait,all_wait capacity control,47006,fixed_action_zero,0.0,3.3375111981134213,0.0,60.0,0,100.00314386317908,100.00314386317908,0.0,0.0,0.0,0.0,2.3377449726106825,3.3375111981134213,53.44253018108826,22.85537443410463,0.0,3.3375111981134213,0,2286,0,VALID,[],"{'cash': 0.0, 'inventory': 2286, 'average_cost': 100.00314386317908, 'gross_realized_pnl': 0.0, 'unrealized_pnl': -32.34092052312576, 'total_fees': 0.0, 'realized_pnl': 0.0, 'equity': 228574.84595070424, 'total_pnl': -32.34092052312576}",60.0,60.0,0.0,60.0,True,0,0.0,[],diagnostic,0,-3.3375111981134213
all_market,all_market capacity control,47006,fixed_action_four,3.5886021709802085,3.5886021709802085,1.0,22.0,11,99.97725443870573,100.00314386317908,59.18322434608834,82.03802471077647,22.85480036468813,0.9997411138942915,2.588861057085917,3.5886021709802085,0.0,0.0,0.0,3.5886021709802085,0,0,0,VALID,[],"{'cash': 228525.14884651665, 'inventory': 0, 'average_cost': 0.0, 'gross_realized_pnl': -59.18322434606276, 'unrealized_pnl': 0.0, 'total_fees': 22.85480036468813, 'realized_pnl': -82.03802471075089, 'equity': 228525.14884651665, 'total_pnl': -82.03802471075089}",60.0,22.0,0.0,22.0,True,0,0.0,[],diagnostic,0,-3.588602170979688
twap,TWAP,47007,twap,3.524547080379881,3.524547080379881,1.0,60.0,20,99.96060819202178,99.98585261569417,57.708752515087234,80.55974754778342,22.850995032696183,0.9997475200439666,2.5247995603359144,3.524547080379881,0.0,0.0,0.0,3.524547080379881,0,0,0,VALID,[],"{'cash': 228487.09933192914, 'inventory': 0, 'average_cost': 0.0, 'gross_realized_pnl': -57.70875251508713, 'unrealized_pnl': 0.0, 'total_fees': 22.850995032696183, 'realized_pnl': -80.5597475477833, 'equity': 228487.09933192914, 'total_pnl': -80.5597475477833}",60.0,60.0,0.0,60.0,True,0,0.0,[],diagnostic,0,
random,Random,47007,random,2.728057134964633,2.728057134964633,1.0,40.0,17,99.96398034972742,99.98585261569417,49.99999999998863,62.35456331739306,12.354563317404427,0.5405210591542409,2.187536075810392,2.728057134964633,0.0,0.0,0.0,2.728057134964633,0,0,0,VALID,[],"{'cash': 228505.30451615958, 'inventory': 0, 'average_cost': 0.0, 'gross_realized_pnl': -49.99999999999335, 'unrealized_pnl': 0.0, 'total_fees': 12.354563317404427, 'realized_pnl': -62.354563317397776, 'equity': 228505.30451615958, 'total_pnl': -62.354563317397776}",60.0,40.0,0.0,40.0,True,0,0.0,[],diagnostic,0,-2.72805713496513
all_wait,all_wait capacity control,47007,fixed_action_zero,0.0,5.667028798519209,0.0,60.0,0,99.98585261569417,99.98585261569417,0.0,0.0,0.0,0.0,4.667495548074017,5.667028798519209,106.6838531187158,22.846097522635816,0.0,5.667028798519209,0,2286,0,VALID,[],"{'cash': 0.0, 'inventory': 2286, 'average_cost': 99.98585261569417, 'gross_realized_pnl': 0.0, 'unrealized_pnl': -79.05558350098852, 'total_fees': 0.0, 'realized_pnl': 0.0, 'equity': 228488.6034959759, 'total_pnl': -79.05558350098852}",60.0,60.0,0.0,60.0,True,0,0.0,[],diagnostic,0,-5.66702879851921
all_market,all_market capacity control,47007,fixed_action_four,3.0964083213244997,3.0964083213244997,1.0,22.0,11,99.96488940202897,99.98585261569417,47.92190643863152,70.77388015593536,22.851973717303835,0.9997903382016882,2.0966179831228113,3.0964083213244997,0.0,0.0,0.0,3.0964083213244997,0,0,0,VALID,[],"{'cash': 228496.88519932094, 'inventory': 0, 'average_cost': 0.0, 'gross_realized_pnl': -47.92190643862578, 'unrealized_pnl': 0.0, 'total_fees': 22.851973717303835, 'realized_pnl': -70.77388015592962, 'equity': 228496.88519932094, 'total_pnl': -70.77388015592962}",60.0,22.0,0.0,22.0,True,0,0.0,[],diagnostic,0,-3.0964083213245117
twap,TWAP,47008,twap,3.049582816673733,3.049582816673733,1.0,60.0,20,99.96850085640705,99.98899647887325,46.852992957736646,69.70579225351133,22.85279929577468,0.999795021220456,2.049787795453277,3.049582816673733,0.0,0.0,0.0,3.049582816673733,0,0,0,VALID,[],"{'cash': 228505.14015845073, 'inventory': 0, 'average_cost': 0.0, 'gross_realized_pnl': -46.85299295775049, 'unrealized_pnl': 0.0, 'total_fees': 22.85279929577468, 'realized_pnl': -69.70579225352517, 'equity': 228505.14015845073, 'total_pnl': -69.70579225352517}",60.0,60.0,0.0,60.0,True,0,0.0,[],diagnostic,0,
random,Random,47008,random,2.0386014392642102,2.0386014392642102,1.0,40.0,17,99.97232547736111,99.98899647887325,38.109909456749754,46.59730099347008,8.487391536720326,0.3713178281459179,1.6672836111182923,2.0386014392642102,0.0,0.0,0.0,2.0386014392642102,0,0,0,VALID,[],"{'cash': 228528.24864971082, 'inventory': 0, 'average_cost': 0.0, 'gross_realized_pnl': -38.109909456741704, 'unrealized_pnl': 0.0, 'total_fees': 8.487391536720326, 'realized_pnl': -46.59730099346203, 'equity': 228528.24864971082, 'total_pnl': -46.59730099346203}",60.0,40.0,0.0,40.0,True,0,0.0,[],diagnostic,0,-2.038601439263803
all_wait,all_wait capacity control,47008,fixed_action_zero,0.0,,0.0,60.0,0,99.98899647887325,99.98899647887325,0.0,0.0,0.0,0.0,,,77.30759557344501,18.050282004527165,0.0,4.171844770641893,480,1806,0,INVALID,['insufficient_terminal_depth'],"{'cash': 0.0, 'inventory': 2286, 'average_cost': 99.98899647887325, 'gross_realized_pnl': 0.0, 'unrealized_pnl': -39.52779175049426, 'total_fees': 0.0, 'realized_pnl': 0.0, 'equity': 228535.31815895374, 'total_pnl': -39.52779175049426}",60.0,60.0,0.0,60.0,True,0,0.0,[],diagnostic,0,-4.1718447706418935
all_market,all_market capacity control,47008,fixed_action_four,3.234695778577392,3.234695778577392,1.0,22.0,11,99.96664974536634,99.98899647887325,51.08463279678133,73.93700892857207,22.85237613179074,0.9997765080729493,2.2349192705044425,3.234695778577392,0.0,0.0,0.0,3.234695778577392,0,0,0,VALID,[],"{'cash': 228500.90894177565, 'inventory': 0, 'average_cost': 0.0, 'gross_realized_pnl': -51.08463279678415, 'unrealized_pnl': 0.0, 'total_fees': 22.85237613179074, 'realized_pnl': -73.9370089285749, 'equity': 228500.90894177565, 'total_pnl': -73.9370089285749}",60.0,22.0,0.0,22.0,True,0,0.0,[],diagnostic,0,-3.2346957785773642
twap,TWAP,47009,twap,1.2307070402564142,1.2307070402564142,1.0,60.0,20,100.01498354739108,100.01729124748492,5.275402414487356,28.138827653420947,22.86342523893359,0.9999769269886726,0.23073011326774165,1.2307070402564142,0.0,0.0,0.0,1.2307070402564142,0,0,0,VALID,[],"{'cash': 228611.38896409725, 'inventory': 0, 'average_cost': 0.0, 'gross_realized_pnl': -5.275402414491879, 'unrealized_pnl': 0.0, 'total_fees': 22.86342523893359, 'realized_pnl': -28.13882765342547, 'equity': 228611.38896409725, 'total_pnl': -28.13882765342547}",60.0,60.0,0.0,60.0,True,0,0.0,[],diagnostic,0,
random,Random,47009,random,1.8880498590450214,1.8880498590450214,1.0,44.0,16,100.00365271242504,100.01729124748492,31.177691146883188,43.16828282193349,11.990591675050299,0.5244321395717528,1.3636177194732686,1.8880498590450214,0.0,0.0,0.0,1.8880498590450214,0,0,0,VALID,[],"{'cash': 228596.3595089286, 'inventory': 0, 'average_cost': 0.0, 'gross_realized_pnl': -31.17769114689058, 'unrealized_pnl': 0.0, 'total_fees': 11.990591675050299, 'realized_pnl': -43.16828282194088, 'equity': 228596.3595089286, 'total_pnl': -43.16828282194088}",60.0,44.0,0.0,44.0,True,0,0.0,[],diagnostic,0,-1.888049859044939
all_wait,all_wait capacity control,47009,fixed_action_zero,0.0,1.5291963039014338,0.0,60.0,0,100.01729124748492,100.01729124748492,0.0,0.0,0.0,0.0,0.5292492288243162,1.5291963039014338,12.100729376253978,22.862742706237427,0.0,1.5291963039014338,0,2286,0,VALID,[],"{'cash': 0.0, 'inventory': 2286, 'average_cost': 100.01729124748492, 'gross_realized_pnl': 0.0, 'unrealized_pnl': 21.56061368207301, 'total_fees': 0.0, 'realized_pnl': 0.0, 'equity': 228661.0884054326, 'total_pnl': 21.56061368207301}",60.0,60.0,0.0,60.0,True,0,0.0,[],diagnostic,0,-1.5291963039014338
all_market,all_market capacity control,47009,fixed_action_four,2.2785129721954926,2.2785129721954926,1.0,22.0,11,100.00450262819261,100.01729124748492,29.23478370221072,52.09581300301554,22.861029300804823,0.9998721359163717,1.278640836279121,2.2785129721954926,0.0,0.0,0.0,2.2785129721954926,0,0,0,VALID,[],"{'cash': 228587.43197874766, 'inventory': 0, 'average_cost': 0.0, 'gross_realized_pnl': -29.23478370222422, 'unrealized_pnl': 0.0, 'total_fees': 22.861029300804823, 'realized_pnl': -52.09581300302904, 'equity': 228587.43197874766, 'total_pnl': -52.09581300302904}",60.0,22.0,0.0,22.0,True,0,0.0,[],diagnostic,0,-2.2785129721956046
twap,TWAP,47010,twap,1.5750525427390158,1.5750525427390158,1.0,60.0,20,99.99896442302108,100.00471579476861,13.147635814881445,36.00739908198405,22.8597632671026,0.9999424889946249,0.5751100537443907,1.5750525427390158,0.0,0.0,0.0,1.5750525427390158,0,0,0,VALID,[],"{'cash': 228574.77290775915, 'inventory': 0, 'average_cost': 0.0, 'gross_realized_pnl': -13.147635814883643, 'unrealized_pnl': 0.0, 'total_fees': 22.8597632671026, 'realized_pnl': -36.00739908198624, 'equity': 228574.77290775915, 'total_pnl': -36.00739908198624}",60.0,60.0,0.0,60.0,True,0,0.0,[],diagnostic,0,
random,Random,47010,random,1.4872895933665617,1.4872895933665617,1.0,46.0,18,99.99471484418322,100.00471579476861,22.862173038217644,34.0010434481774,11.138870409959758,0.4872416950333306,1.0000478983332313,1.4872895933665617,0.0,0.0,0.0,1.4872895933665617,0,0,0,VALID,[],"{'cash': 228576.779263393, 'inventory': 0, 'average_cost': 0.0, 'gross_realized_pnl': -22.86217303822498, 'unrealized_pnl': 0.0, 'total_fees': 11.138870409959758, 'realized_pnl': -34.00104344818474, 'equity': 228576.779263393, 'total_pnl': -34.00104344818474}",60.0,46.0,0.0,46.0,True,0,0.0,[],diagnostic,0,-1.4872895933670751
all_wait,all_wait capacity control,47010,fixed_action_zero,0.0,1.0919919060483476,0.0,60.0,0,100.00471579476861,100.00471579476861,0.0,0.0,0.0,0.0,0.09200110615896341,1.0919919060483476,2.1032444668093144,22.860867706237425,0.0,1.0919919060483476,0,2286,0,VALID,[],"{'cash': 0.0, 'inventory': 2286, 'average_cost': 100.00471579476861, 'gross_realized_pnl': 0.0, 'unrealized_pnl': 35.934356136842496, 'total_fees': 0.0, 'realized_pnl': 0.0, 'equity': 228646.7146629779, 'total_pnl': 35.934356136842496}",60.0,60.0,0.0,60.0,True,0,0.0,[],diagnostic,0,-1.0919919060483476
