agent,label,seed,shortfall_bps,effective_bps,fill_frac,duration,children,vwap,arrival,scenario
twap,TWAP,1005,15.101134829775498,15.101134829775498,1.0,57.5,20,99.863966,100.015,thin
vwap,VWAP,1005,18.331600259960183,18.331600259960183,1.0,57.5,20,99.8316565,100.015,thin
ac,Almgren-Chriss,1006,33.937253137342886,33.937253137342886,1.0,57.5,20,99.6656105,100.005,thin
heuristic,Heuristic,1006,11.886976650164526,13.721514274958462,0.8979,60.0,120,99.88612429001005,100.005,thin
pov,POV,1006,24.89312858520811,34.6215774577128,0.79975,60.0,119,99.75605626758365,100.005,thin
random,Random,1006,24.215989200539116,24.215989200539116,1.0,59.0,94,99.762828,100.005,thin
twap,TWAP,1006,21.27613619319079,21.27613619319079,1.0,57.5,20,99.792228,100.005,thin
vwap,VWAP,1006,23.630568471576886,23.630568471576886,1.0,57.5,20,99.7686825,100.005,thin
ac,Almgren-Chriss,1007,11.018550927546409,11.018550927546409,1.0,57.5,20,99.88482,99.995,thin
heuristic,Heuristic,1007,21.276442758319288,23.75987873164104,0.89395,60.0,120,99.7822462106382,99.995,thin
pov,POV,1007,33.659009743865354,48.48264109956264,0.8155,60.0,118,99.65842673206622,99.995,thin
random,Random,1007,23.321316065802847,23.321316065802847,1.0,59.0,101,99.7617985,99.995,thin
twap,TWAP,1007,22.379368968448173,22.379368968448173,1.0,57.5,20,99.7712175,99.995,thin
vwap,VWAP,1007,13.895244762239004,13.895244762239004,1.0,57.5,20,99.8560545,99.995,thin
ac,Almgren-Chriss,1008,52.22918854057254,52.22918854057254,1.0,57.5,20,99.482682,100.005,thin
heuristic,Heuristic,1008,14.231932421104707,15.786285545666177,0.91395,60.0,120,99.86267355982274,100.005,thin
pov,POV,1008,16.45493906596869,20.13330203055156,0.8296,60.0,117,99.8404423818708,100.005,thin
random,Random,1008,22.289485525723983,22.289485525723983,1.0,59.0,96,99.782094,100.005,thin
twap,TWAP,1008,18.533473326334143,18.533473326334143,1.0,57.5,20,99.819656,100.005,thin
vwap,VWAP,1008,13.855607219638484,13.855607219638484,1.0,57.5,20,99.866437,100.005,thin
ac,Almgren-Chriss,1009,59.254236440890566,59.254236440890566,1.0,57.5,20,99.4323095,100.025,thin
heuristic,Heuristic,1009,19.024250067079613,20.075881029743403,0.9136,60.0,120,99.83470993870404,100.025,thin
pov,POV,1009,12.76000418223138,18.242874658693086,0.7977,60.0,112,99.89736805816725,100.025,thin
random,Random,1009,16.288220424448706,17.635791052236762,0.93545,60.0,101,99.86207707520444,100.025,thin
twap,TWAP,1009,18.086178455386804,18.086178455386804,1.0,57.5,20,99.844093,100.025,thin
vwap,VWAP,1009,12.57755561109766,12.57755561109766,1.0,57.5,20,99.899193,100.025,thin
ac,Almgren-Chriss,1010,24.34338283085881,24.34338283085881,1.0,57.5,20,99.761554,100.005,thin
heuristic,Heuristic,1010,19.817466761259443,21.75286474149831,0.9064,60.0,120,99.80681542365404,100.005,thin
pov,POV,1010,20.76395336866665,26.56160625484109,0.85965,60.0,113,99.79735008433666,100.005,thin
random,Random,1010,22.008049597519985,22.008049597519985,1.0,58.5,97,99.7849085,100.005,thin
twap,TWAP,1010,36.43447827608559,36.43447827608559,1.0,57.5,20,99.640637,100.005,thin
vwap,VWAP,1010,20.569371531423947,20.569371531423947,1.0,57.5,20,99.799296,100.005,thin
ac,Almgren-Chriss,1011,27.601410141014007,27.601410141014007,1.0,57.5,20,99.7140135,99.99,thin
heuristic,Heuristic,1011,17.87626438343348,19.770543657274047,0.9078,60.0,120,99.81125523243006,99.99,thin
pov,POV,1011,30.285601366052667,45.52905819282793,0.75715,60.0,112,99.68717427194083,99.99,thin
random,Random,1011,20.076590219319066,21.47064706470733,0.94325,60.0,96,99.78925417439704,99.99,thin
twap,TWAP,1011,26.310281028103457,26.310281028103457,1.0,57.5,20,99.7269235,99.99,thin
vwap,VWAP,1011,20.368786878687096,20.368786878687096,1.0,57.5,20,99.7863325,99.99,thin
ac,Almgren-Chriss,1012,53.72668633431688,53.72668633431688,1.0,57.5,20,99.45776,99.995,thin
heuristic,Heuristic,1012,13.997211102110814,15.68291034477995,0.9029,60.0,120,99.85503488758444,99.995,thin
pov,POV,1012,21.951819843689417,33.171335427613094,0.82035,60.0,115,99.77549277747303,99.995,thin
random,Random,1012,24.294041706304675,25.718135906796043,0.948,60.0,97,99.7520717299578,99.995,thin
twap,TWAP,1012,14.951247562378947,14.951247562378947,1.0,57.5,20,99.845495,99.995,thin
vwap,VWAP,1012,19.944397219861106,19.944397219861106,1.0,57.5,20,99.795566,99.995,thin
ac,Almgren-Chriss,1013,30.581504623843827,30.581504623843827,1.0,57.5,20,99.7191085,100.025,thin
heuristic,Heuristic,1013,19.566482383550607,21.65880437175418,0.9163,60.0,120,99.82928625995854,100.025,thin
pov,POV,1013,17.055644753635114,25.295041976557897,0.8321,60.0,116,99.85440091335175,100.025,thin
random,Random,1013,24.68072981754622,24.68072981754622,1.0,53.5,95,99.778131,100.025,thin
twap,TWAP,1013,22.09812546863195,22.09812546863195,1.0,57.5,20,99.8039635,100.025,thin
vwap,VWAP,1013,9.964458885278678,9.964458885278678,1.0,57.5,20,99.9253305,100.025,thin
ac,Almgren-Chriss,1014,34.6170723174567,34.6170723174567,1.0,57.5,20,99.6986735,100.045,thin
heuristic,Heuristic,1014,17.66457914111157,19.682601264214373,0.9042,60.0,120,99.86827471798276,100.045,thin
pov,POV,1014,41.67856343236481,52.54049666518438,0.86155,60.0,113,99.6280268121409,100.045,thin
random,Random,1014,24.063839027159084,27.278557767649072,0.8578,60.0,93,99.8042533224528,100.045,thin
twap,TWAP,1014,14.829926533060666,14.829926533060666,1.0,57.5,20,99.896634,100.045,thin
vwap,VWAP,1014,18.639712129542048,18.639712129542048,1.0,57.5,20,99.858519,100.045,thin
ac,Almgren-Chriss,1015,43.88165591720431,43.88165591720431,1.0,57.5,20,99.5661615,100.005,thin
heuristic,Heuristic,1015,16.43667472444479,18.33955902553876,0.90795,60.0,120,99.8406250344182,100.005,thin
pov,POV,1015,24.25860962972176,30.69159897486916,0.8679,60.0,114,99.76240177439796,100.005,thin
random,Random,1015,23.97405606594432,25.13669316534201,0.95675,60.0,99,99.76524745231252,100.005,thin
twap,TWAP,1015,20.20778961051981,20.20778961051981,1.0,57.5,20,99.802912,100.005,thin
vwap,VWAP,1015,32.06614669266553,32.06614669266553,1.0,57.5,20,99.6843225,100.005,thin
ac,Almgren-Chriss,1016,15.965255211718748,15.965255211718748,1.0,57.5,20,99.8553235,100.015,thin
heuristic,Heuristic,1016,17.049932676848904,18.77956313309696,0.90255,60.0,120,99.8444750983325,100.015,thin
pov,POV,1016,15.159027796304898,21.45463882172032,0.8543,60.0,114,99.86338698349526,100.015,thin
random,Random,1016,19.58541401040212,22.167908813677407,0.8834,60.0,97,99.81911648177496,100.015,thin
twap,TWAP,1016,16.786831975202823,16.786831975202823,1.0,57.5,20,99.8471065,100.015,thin
vwap,VWAP,1016,10.372294155876569,10.372294155876569,1.0,57.5,20,99.9112615,100.015,thin
ac,Almgren-Chriss,1017,44.12741814546401,44.12741814546401,1.0,57.5,20,99.5836155,100.025,thin
heuristic,Heuristic,1017,20.47067046468958,22.66348011671603,0.90245,60.0,120,99.82024211867694,100.025,thin
pov,POV,1017,19.38964772733046,24.179497559820263,0.83835,60.0,116,99.83105504860738,100.025,thin
random,Random,1017,22.318311247496027,27.66809207521076,0.84635,60.0,94,99.80176109174693,100.025,thin
twap,TWAP,1017,26.216895776055487,26.216895776055487,1.0,57.5,20,99.7627655,100.025,thin
vwap,VWAP,1017,28.074331417146094,28.074331417146094,1.0,57.5,20,99.7441865,100.025,thin
ac,Almgren-Chriss,1018,30.05335266763321,30.05335266763321,1.0,57.5,20,99.6944815,99.995,thin
heuristic,Heuristic,1018,15.544636394558683,17.292772143677595,0.90175,60.0,120,99.83956140837262,99.995,thin
pov,POV,1018,26.6126725530302,35.56983280711618,0.84245,60.0,112,99.72888658080598,99.995,thin
random,Random,1018,24.693234661732184,24.693234661732184,1.0,59.0,94,99.74808000000002,99.995,thin
twap,TWAP,1018,17.872643632181855,17.872643632181855,1.0,57.5,20,99.8162825,99.995,thin
vwap,VWAP,1018,17.97204860242952,17.97204860242952,1.0,57.5,20,99.8152885,99.995,thin
ac,Almgren-Chriss,1019,47.6163616361638,47.6163616361638,1.0,57.5,20,99.513884,99.99,thin
heuristic,Heuristic,1019,24.67119083706679,26.43817313858044,0.91555,60.0,120,99.74331276282015,99.99,thin
pov,POV,1019,20.20872963838883,25.68857271065429,0.86305,60.0,113,99.78793291234577,99.99,thin
random,Random,1019,19.28395362101726,22.664980047959585,0.83645,60.0,88,99.79717974774346,99.99,thin
twap,TWAP,1019,14.256725672567972,14.256725672567972,1.0,57.5,20,99.847447,99.99,thin
vwap,VWAP,1019,16.866086608661252,16.866086608661252,1.0,57.5,20,99.821356,99.99,thin
ac,Almgren-Chriss,1020,27.97934690203552,27.97934690203552,1.0,57.5,20,99.7052485,99.985,thin
heuristic,Heuristic,1020,13.856307301817155,15.784620118500287,0.9045,60.0,120,99.84645771144278,99.985,thin
pov,POV,1020,20.532745035046386,25.134131230795308,0.9287,60.0,116,99.77970334876709,99.985,thin
random,Random,1020,17.746461969295584,17.746461969295584,1.0,53.0,84,99.807562,99.985,thin
twap,TWAP,1020,18.46937040556058,18.46937040556058,1.0,57.5,20,99.800334,99.985,thin
vwap,VWAP,1020,16.103865579837088,16.103865579837088,1.0,57.5,20,99.8239855,99.985,thin
ac,Almgren-Chriss,1021,38.69142714321442,38.69142714321442,1.0,57.5,20,99.637989,100.025,thin
heuristic,Heuristic,1021,18.434866586816337,20.536934659952408,0.89385,60.0,120,99.84060524696535,100.025,thin
pov,POV,1021,22.27665172901562,30.07502315292589,0.83525,60.0,117,99.80217779108052,100.025,thin
random,Random,1021,14.4633437813645,16.48222029858383,0.8989,60.0,99,99.8803304038269,100.025,thin
twap,TWAP,1021,13.92886778305337,13.92886778305337,1.0,57.5,20,99.88567650000002,100.025,thin
vwap,VWAP,1021,11.739565108723111,11.739565108723111,1.0,57.5,20,99.907575,100.025,thin
ac,Almgren-Chriss,1022,49.44252212610556,49.44252212610556,1.0,57.5,20,99.5005995,99.995,thin
heuristic,Heuristic,1022,20.231799780819976,22.039136072943545,0.91285,60.0,120,99.7926921180917,99.995,thin
pov,POV,1022,21.380008828521973,30.79921979524312,0.7678,60.0,113,99.7812106017192,99.995,thin
random,Random,1022,20.01323813952167,21.81956686024368,0.92135,60.0,93,99.79487762522386,99.995,thin
twap,TWAP,1022,18.70948547427309,18.70948547427309,1.0,57.5,20,99.8079145,99.995,thin
vwap,VWAP,1022,21.984849242461543,21.984849242461543,1.0,57.5,20,99.7751625,99.995,thin
ac,Almgren-Chriss,1023,19.11417145713576,19.11417145713576,1.0,57.5,20,99.8338105,100.025,thin
heuristic,Heuristic,1023,11.053973108648716,12.641039740065622,0.89845,60.0,120,99.91443263398074,100.025,thin
pov,POV,1023,29.371997646609213,42.07870214380254,0.82505,60.0,117,99.7312065935398,100.025,thin
random,Random,1023,23.6981754561368,23.6981754561368,1.0,60.0,93,99.787959,100.025,thin
twap,TWAP,1023,17.293176705824127,17.293176705824127,1.0,57.5,20,99.852025,100.025,thin
vwap,VWAP,1023,23.35356160959697,23.35356160959697,1.0,57.5,20,99.791406,100.025,thin
ac,Almgren-Chriss,1024,68.6312684365787,68.6312684365787,1.0,57.5,20,99.318653,100.005,thin
heuristic,Heuristic,1024,16.82503348782313,18.540542978959337,0.9117,60.0,120,99.83674125260502,100.005,thin
pov,POV,1024,28.99633321615083,37.85970768953171,0.84575,60.0,119,99.71502216967188,100.005,thin
random,Random,1024,20.23638706054784,21.002799860006142,0.9642,60.0,97,99.802626011201,100.005,thin
twap,TWAP,1024,13.41787910604502,13.41787910604502,1.0,57.5,20,99.8708145,100.005,thin
vwap,VWAP,1024,26.09334533273245,26.09334533273245,1.0,57.5,20,99.7440535,100.005,thin
ac,Almgren-Chriss,1025,14.796439821991678,14.796439821991678,1.0,57.5,20,99.847043,99.995,thin
heuristic,Heuristic,1025,15.138763509917649,16.77255814010198,0.913,60.0,120,99.8436199342826,99.995,thin
pov,POV,1025,23.378685912730504,29.64306808210855,0.8393,60.0,116,99.76122483021564,99.995,thin
random,Random,1025,23.746787339367163,23.746787339367163,1.0,60.0,94,99.757544,99.995,thin
twap,TWAP,1025,17.007900395019917,17.007900395019917,1.0,57.5,20,99.8249295,99.995,thin
vwap,VWAP,1025,29.27026351317549,29.27026351317549,1.0,57.5,20,99.702312,99.995,thin
ac,Almgren-Chriss,1026,33.56362818140841,33.56362818140841,1.0,57.5,20,99.6593805,99.995,thin
heuristic,Heuristic,1026,19.031016659985927,20.46980284359073,0.91385,60.0,120,99.80469934890849,99.995,thin
pov,POV,1026,16.255623738850666,19.666636502557317,0.8834,60.0,112,99.83245189042336,99.995,thin
random,Random,1026,22.367118355917786,22.367118355917786,1.0,56.5,90,99.77134,99.995,thin
twap,TWAP,1026,10.132456622832011,10.132456622832011,1.0,57.5,20,99.8936805,99.995,thin
vwap,VWAP,1026,17.59732986649242,17.59732986649242,1.0,57.5,20,99.8190355,99.995,thin
ac,Almgren-Chriss,1027,46.96575171241442,46.96575171241442,1.0,57.5,20,99.535319,100.005,thin
heuristic,Heuristic,1027,21.45303614766565,23.31394320213621,0.91085,60.0,120,99.79045891200528,100.005,thin
pov,POV,1027,26.81444195120104,40.34557989673768,0.77395,60.0,114,99.73684217326702,100.005,thin
random,Random,1027,33.837258137092526,33.837258137092526,1.0,48.0,81,99.6666105,100.005,thin
twap,TWAP,1027,9.130093495325092,9.130093495325092,1.0,57.5,20,99.9136945,100.005,thin
vwap,VWAP,1027,20.130043497825067,20.130043497825067,1.0,57.5,20,99.8036895,100.005,thin
ac,Almgren-Chriss,1028,21.246262313115043,21.246262313115043,1.0,57.5,20,99.782548,99.995,thin
heuristic,Heuristic,1028,13.867923769130233,16.066439191524662,0.8929,60.0,120,99.85632769627058,99.995,thin
pov,POV,1028,17.091655487214034,23.975540652032997,0.8403,60.0,115,99.8240919909556,99.995,thin
random,Random,1028,21.333966698334343,21.333966698334343,1.0,58.0,96,99.781671,99.995,thin
twap,TWAP,1028,18.925796289813917,18.925796289813917,1.0,57.5,20,99.8057515,99.995,thin
vwap,VWAP,1028,18.66938346917267,18.66938346917267,1.0,57.5,20,99.8083155,99.995,thin
ac,Almgren-Chriss,1029,35.19663033696688,35.19663033696688,1.0,57.5,20,99.6579985,100.01,thin
heuristic,Heuristic,1029,17.867438439106778,20.320384328912905,0.89505,60.0,120,99.8313077481705,100.01,thin
pov,POV,1029,20.92684069096937,32.849871613200804,0.79925,60.0,116,99.8007106662496,100.01,thin
random,Random,1029,23.7016078913372,26.13910037567597,0.91125,60.0,95,99.77296021947872,100.01,thin
twap,TWAP,1029,18.84686531346785,18.84686531346785,1.0,57.5,20,99.8215125,100.01,thin
vwap,VWAP,1029,15.619688031197027,15.619688031197027,1.0,57.5,20,99.8537875,100.01,thin
ac,Almgren-Chriss,1030,23.31864999999925,23.31864999999925,1.0,57.5,20,99.7668135,100.0,thin
heuristic,Heuristic,1030,19.610822873082725,22.27785554881666,0.89625,60.0,120,99.80389177126918,100.0,thin
pov,POV,1030,24.615636960086704,32.87174342379876,0.82305,60.0,116,99.75384363039912,100.0,thin
random,Random,1030,19.097799999999552,19.097799999999552,1.0,58.5,97,99.809022,100.0,thin
twap,TWAP,1030,23.885599999999616,23.885599999999616,1.0,57.5,20,99.761144,100.0,thin
vwap,VWAP,1030,19.393299999999726,19.393299999999726,1.0,57.5,20,99.806067,100.0,thin
ac,Almgren-Chriss,1031,26.44754335982399,26.44754335982399,1.0,57.5,20,99.770432,100.035,thin
heuristic,Heuristic,1031,16.992245287268467,18.53706202829042,0.9129,60.0,120,99.86501807426882,100.035,thin
pov,POV,1031,34.371350052239286,55.457712628676944,0.76745,60.0,117,99.69116619975244,100.035,thin
random,Random,1031,18.82652063734807,21.046206046066917,0.8952,60.0,96,99.84666890080427,100.035,thin
twap,TWAP,1031,29.14240015994346,29.14240015994346,1.0,57.5,20,99.743474,100.035,thin
vwap,VWAP,1031,18.962463137901988,18.962463137901988,1.0,57.5,20,99.845309,100.035,thin
ac,Almgren-Chriss,1032,38.94410000000062,38.94410000000062,1.0,57.5,20,99.610559,100.0,thin
heuristic,Heuristic,1032,13.490129227384388,14.638599999998409,0.90925,60.0,120,99.86509870772616,100.0,thin
pov,POV,1032,28.095499186600136,38.16671428571317,0.82985,60.0,116,99.719045008134,100.0,thin
random,Random,1032,17.45550000000003,17.45550000000003,1.0,59.5,100,99.825445,100.0,thin
twap,TWAP,1032,26.910900000000765,26.910900000000765,1.0,57.5,20,99.730891,100.0,thin
vwap,VWAP,1032,17.81760000000031,17.81760000000031,1.0,57.5,20,99.821824,100.0,thin
ac,Almgren-Chriss,1033,26.273549999999886,26.273549999999886,1.0,57.5,20,99.7372645,100.0,thin
heuristic,Heuristic,1033,11.489077872269265,13.414233070176122,0.89955,60.0,120,99.8851092212773,100.0,thin
pov,POV,1033,18.23363812690513,23.978049999999712,0.90225,60.0,116,99.81766361873096,100.0,thin
random,Random,1033,20.796949999999924,20.796949999999924,1.0,57.5,96,99.7920305,100.0,thin
twap,TWAP,1033,8.790999999999258,8.790999999999258,1.0,57.5,20,99.91209,100.0,thin
vwap,VWAP,1033,6.723649999999906,6.723649999999906,1.0,57.5,20,99.9327635,100.0,thin
ac,Almgren-Chriss,1034,43.20963951802322,43.20963951802322,1.0,57.5,20,99.572882,100.005,thin
heuristic,Heuristic,1034,21.20052692293817,23.565858419408386,0.9011,60.0,120,99.79298413050716,100.005,thin
pov,POV,1034,33.17241677034142,41.90380829148014,0.8436,60.0,115,99.6732592460882,100.005,thin
random,Random,1034,31.593144023719464,31.60261986900631,0.99975,60.0,94,99.6890527631908,100.005,thin
twap,TWAP,1034,21.718814059297088,21.718814059297088,1.0,57.5,20,99.787801,100.005,thin
vwap,VWAP,1034,8.821958902054003,8.821958902054003,1.0,57.5,20,99.916776,100.005,thin
ac,Almgren-Chriss,1035,22.77603880194044,22.77603880194044,1.0,57.5,20,99.767251,99.995,thin
heuristic,Heuristic,1035,16.10353667096106,17.567484360133893,0.91525,60.0,120,99.83397268505873,99.995,thin
pov,POV,1035,28.771536311407697,34.12003600180124,0.88505,60.0,118,99.70729902265408,99.995,thin
random,Random,1035,20.546540326737148,22.773488674433,0.89425,60.0,95,99.7895448700028,99.995,thin
twap,TWAP,1035,29.540277013850957,29.540277013850957,1.0,57.5,20,99.699612,99.995,thin
vwap,VWAP,1035,20.84504225211175,20.84504225211175,1.0,57.5,20,99.78656,99.995,thin
ac,Almgren-Chriss,1036,59.3649222772037,59.3649222772037,1.0,57.5,20,99.441143,100.035,thin
heuristic,Heuristic,1036,21.333196364698583,23.567551357025568,0.905,60.0,120,99.82159337016574,100.035,thin
pov,POV,1036,21.64601767229396,29.905149567757647,0.82295,60.0,118,99.8184640622152,100.035,thin
random,Random,1036,18.87731230846247,21.15379319972805,0.8731,60.0,94,99.8461608063223,100.035,thin
twap,TWAP,1036,26.086869595641076,26.086869595641076,1.0,57.5,20,99.77404,100.035,thin
vwap,VWAP,1036,17.022542110261757,17.022542110261757,1.0,57.5,20,99.864715,100.035,thin
ac,Almgren-Chriss,1037,28.600400100024903,28.600400100024903,1.0,57.5,20,99.6890675,99.975,thin
heuristic,Heuristic,1037,14.959386112486545,16.645775853185096,0.91255,60.0,120,99.82544353734042,99.975,thin
pov,POV,1037,28.62528681103712,40.20086688338801,0.797,60.0,110,99.68881869510666,99.975,thin
random,Random,1037,21.403212662510256,23.637809452363403,0.9541,60.0,98,99.76102138140656,99.975,thin
twap,TWAP,1037,9.14388597149371,9.14388597149371,1.0,57.5,20,99.883584,99.975,thin
vwap,VWAP,1037,11.174493623406637,11.174493623406637,1.0,57.5,20,99.863283,99.975,thin
ac,Almgren-Chriss,1038,50.36938153092356,50.36938153092356,1.0,57.5,20,99.501281,100.005,thin
heuristic,Heuristic,1038,14.401903683496034,15.843167677681668,0.9109,60.0,120,99.8609737622132,100.005,thin
pov,POV,1038,20.251026125301944,29.386916097232035,0.8584,60.0,112,99.80247961323391,100.005,thin
random,Random,1038,16.907709446423933,20.130299903144344,0.85215,60.0,96,99.83591445168103,100.005,thin
twap,TWAP,1038,16.763411829408703,16.763411829408703,1.0,57.5,20,99.8373575,100.005,thin
vwap,VWAP,1038,5.322583870806931,5.322583870806931,1.0,57.5,20,99.9517715,100.005,thin
ac,Almgren-Chriss,1039,11.499675048741883,11.499675048741883,1.0,57.5,20,99.899986,100.015,thin
heuristic,Heuristic,1039,17.11778567328435,18.69889516572476,0.89715,60.0,120,99.84379646658864,100.015,thin
pov,POV,1039,24.57102797206585,29.9814426542922,0.87735,60.0,115,99.7692528637374,100.015,thin
random,Random,1039,20.369254961999125,21.492126181072077,0.95505,60.0,98,99.81127689649756,100.015,thin
twap,TWAP,1039,14.91701244813361,14.91701244813361,1.0,57.5,20,99.8658075,100.015,thin
vwap,VWAP,1039,16.288906663999914,16.288906663999914,1.0,57.5,20,99.8520865,100.015,thin
ac,Almgren-Chriss,1040,27.660283014151062,27.660283014151062,1.0,57.5,20,99.718411,99.995,thin
heuristic,Heuristic,1040,13.600123905442764,15.103294645607118,0.9171,60.0,120,99.85900556100752,99.995,thin
pov,POV,1040,19.939770711163515,26.09969642626229,0.85625,60.0,115,99.79561226277372,99.995,thin
random,Random,1040,14.87639091724454,16.342923167411502,0.9079,60.0,90,99.846243529023,99.995,thin
twap,TWAP,1040,11.497474873743784,11.497474873743784,1.0,57.5,20,99.880031,99.995,thin
vwap,VWAP,1040,19.48822441122069,19.48822441122069,1.0,57.5,20,99.8001275,99.995,thin
ac,Almgren-Chriss,1041,44.44343348497727,44.44343348497727,1.0,57.5,20,99.570499,100.015,thin
heuristic,Heuristic,1041,15.425061152159838,17.120581912712534,0.91635,60.0,120,99.86072625088669,100.015,thin
pov,POV,1041,16.859537945973372,25.298635418591,0.8254,60.0,118,99.84637933123336,100.015,thin
random,Random,1041,20.900214967755332,20.900214967755332,1.0,57.5,98,99.8059665,100.015,thin
twap,TWAP,1041,8.221416787481582,8.221416787481582,1.0,57.5,20,99.9327735,100.015,thin
vwap,VWAP,1041,31.99420086986932,31.99420086986932,1.0,57.5,20,99.69501,100.015,thin
ac,Almgren-Chriss,1042,40.00840042002122,40.00840042002122,1.0,57.5,20,99.594936,99.995,thin
heuristic,Heuristic,1042,11.430071807945714,12.964330005637182,0.90355,60.0,120,99.88070499695644,99.995,thin
pov,POV,1042,16.75964376179734,18.35776550732386,0.86165,60.0,112,99.82741194220392,99.995,thin
random,Random,1042,19.95491334507888,21.024301215060945,0.9526,60.0,102,99.79546084400587,99.995,thin
twap,TWAP,1042,25.18245912295705,25.18245912295705,1.0,57.5,20,99.743188,99.995,thin
vwap,VWAP,1042,18.680284014201053,18.680284014201053,1.0,57.5,20,99.8082065,99.995,thin
ac,Almgren-Chriss,1043,38.09079092090826,38.09079092090826,1.0,57.5,20,99.629054,100.01,thin
heuristic,Heuristic,1043,18.633452928108447,21.04909849614426,0.9027,60.0,120,99.82364683726598,100.01,thin
pov,POV,1043,11.748762103875816,20.366975862799904,0.7934,60.0,111,99.89250063019914,100.01,thin
random,Random,1043,16.43177416129444,16.61823817618389,0.992,60.0,99,99.8456658266129,100.01,thin
twap,TWAP,1043,23.204979502049827,23.204979502049827,1.0,57.5,20,99.777927,100.01,thin
vwap,VWAP,1043,15.080441955804195,15.080441955804195,1.0,57.5,20,99.8591805,100.01,thin
ac,Almgren-Chriss,1044,38.07957214974723,38.07957214974723,1.0,57.5,20,99.654071,100.035,thin
heuristic,Heuristic,1044,17.21391824206025,19.064277502873352,0.9141,60.0,120,99.86280056886557,100.035,thin
pov,POV,1044,25.957538153774312,41.004102476115214,0.7685,60.0,114,99.77533376707872,100.035,thin
random,Random,1044,22.447564583978995,23.86738879284,0.92645,60.0,93,99.81044578768416,100.035,thin
twap,TWAP,1044,21.36722147248493,21.36722147248493,1.0,57.5,20,99.821253,100.035,thin
vwap,VWAP,1044,18.998400559803827,18.998400559803827,1.0,57.5,20,99.8449495,100.035,thin
ac,Almgren-Chriss,1045,19.75128756437792,19.75128756437792,1.0,57.5,20,99.797497,99.995,thin
heuristic,Heuristic,1045,14.119248269031562,15.925067311151077,0.89525,60.0,120,99.8538145769338,99.995,thin
pov,POV,1045,14.34734558631589,16.29195226884616,0.87565,60.0,116,99.85153371780964,99.995,thin
random,Random,1045,28.55177758887897,28.55177758887897,1.0,57.5,96,99.7094965,99.995,thin
twap,TWAP,1045,12.686134306714928,12.686134306714928,1.0,57.5,20,99.868145,99.995,thin
vwap,VWAP,1045,9.149457472873076,9.149457472873076,1.0,57.5,20,99.90351,99.995,thin
ac,Almgren-Chriss,1046,6.716535826792094,6.716535826792094,1.0,57.5,20,99.927838,99.995,thin
heuristic,Heuristic,1046,14.708843697764534,16.264413220661257,0.91635,60.0,120,99.8479189174442,99.995,thin
pov,POV,1046,35.315656803561886,53.31221012663521,0.7818,60.0,117,99.64186108979278,99.995,thin
random,Random,1046,19.679783989199144,19.679783989199144,1.0,57.0,88,99.798212,99.995,thin
twap,TWAP,1046,7.979748987448985,7.979748987448985,1.0,57.5,20,99.9152065,99.995,thin
vwap,VWAP,1046,14.231161558077012,14.231161558077012,1.0,57.5,20,99.8526955,99.995,thin
ac,Almgren-Chriss,1047,39.52002600130065,39.52002600130065,1.0,57.5,20,99.5998195,99.995,thin
heuristic,Heuristic,1047,10.274269369576302,11.948283591490544,0.89505,60.0,120,99.89226244343892,99.995,thin
pov,POV,1047,25.096768136939595,34.88355105828699,0.8046,60.0,117,99.74404486701468,99.995,thin
random,Random,1047,18.695017716838315,19.84085039042062,0.94135,60.0,94,99.80805917034048,99.995,thin
twap,TWAP,1047,24.503425171259373,24.503425171259373,1.0,57.5,20,99.749978,99.995,thin
vwap,VWAP,1047,13.436721836092056,13.436721836092056,1.0,57.5,20,99.8606395,99.995,thin
ac,Almgren-Chriss,1048,37.99890016497546,37.99890016497546,1.0,57.5,20,99.634954,100.015,thin
heuristic,Heuristic,1048,10.72695598906276,12.35514672799259,0.8934,60.0,120,99.9077143496754,100.015,thin
pov,POV,1048,22.714522099297817,29.74261748824454,0.82435,60.0,115,99.78782070722389,100.015,thin
random,Random,1048,19.490470067055472,19.92521121831754,0.9839,60.0,99,99.82006606362437,100.015,thin
twap,TWAP,1048,13.422436634505258,13.422436634505258,1.0,57.5,20,99.8807555,100.015,thin
vwap,VWAP,1048,19.809028645703044,19.809028645703044,1.0,57.5,20,99.81688,100.015,thin
ac,Almgren-Chriss,1049,41.822876568514296,41.822876568514296,1.0,57.5,20,99.5967085,100.015,thin
heuristic,Heuristic,1049,18.13423395225282,20.240269876678383,0.893,60.0,120,99.83363045912654,100.015,thin
pov,POV,1049,20.797225572080336,28.64467847637861,0.8402,60.0,115,99.80699654844084,100.015,thin
random,Random,1049,17.849152317900078,21.619616210366345,0.79385,60.0,89,99.83648170309252,100.015,thin
twap,TWAP,1049,20.451232315152147,20.451232315152147,1.0,57.5,20,99.810457,100.015,thin
vwap,VWAP,1049,28.018747187922305,28.018747187922305,1.0,57.5,20,99.7347705,100.015,thin
ac,Almgren-Chriss,1050,21.77436128193508,21.77436128193508,1.0,57.5,20,99.7872455,100.005,thin
heuristic,Heuristic,1050,15.452524228926077,17.549602676231853,0.90465,60.0,120,99.85046703144864,100.005,thin
pov,POV,1050,15.952354720121312,20.400216831261098,0.82875,60.0,115,99.84546847662143,100.005,thin
random,Random,1050,16.09175656248718,17.278236088195335,0.94235,60.0,87,99.84407438849684,100.005,thin
