agent,label,seed,shortfall_bps,effective_bps,fill_frac,duration,children,vwap,arrival,scenario
twap,TWAP,1072,4.029895515673405,4.029895515673405,1.0,57.5,20,99.974695,100.015,high_latency
vwap,VWAP,1072,3.4254861770729157,3.4254861770729157,1.0,57.5,20,99.98074,100.015,high_latency
ac,Almgren-Chriss,1073,4.433621681083946,4.433621681083946,1.0,57.5,20,99.950666,99.995,high_latency
heuristic,Heuristic,1073,2.665100919192348,2.913745687286044,0.9123,60.0,120,99.96835032335854,99.995,high_latency
pov,POV,1073,1.082854142707269,1.082854142707269,1.0,54.0,106,99.984172,99.995,high_latency
random,Random,1073,3.085554277713822,3.085554277713822,1.0,57.0,93,99.964146,99.995,high_latency
twap,TWAP,1073,5.314665733285961,5.314665733285961,1.0,57.5,20,99.94185600000002,99.995,high_latency
vwap,VWAP,1073,3.1164558227908223,3.1164558227908223,1.0,57.5,20,99.963837,99.995,high_latency
ac,Almgren-Chriss,1074,3.3143657182866244,3.3143657182866244,1.0,57.5,20,99.961858,99.995,high_latency
heuristic,Heuristic,1074,5.931740225772554,6.311815590779336,0.9102,60.0,120,99.9356855636124,99.995,high_latency
pov,POV,1074,3.997999899994188,3.997999899994188,1.0,50.0,99,99.955022,99.995,high_latency
random,Random,1074,4.3767454363196086,4.549927496374394,0.9662,60.0,98,99.95123473400952,99.995,high_latency
twap,TWAP,1074,5.311665583279668,5.311665583279668,1.0,57.5,20,99.941886,99.995,high_latency
vwap,VWAP,1074,3.5942797139859524,3.5942797139859524,1.0,57.5,20,99.959059,99.995,high_latency
ac,Almgren-Chriss,1075,5.001650247536222,5.001650247536222,1.0,57.5,20,99.934991,99.985,high_latency
heuristic,Heuristic,1075,4.600427309553141,4.987648147221961,0.9134,60.0,120,99.93900262754543,99.985,high_latency
pov,POV,1075,4.7126068910338965,4.7126068910338965,1.0,59.5,118,99.937881,99.985,high_latency
random,Random,1075,1.85701171883981,2.502175326298948,0.802,60.0,95,99.96643266832918,99.985,high_latency
twap,TWAP,1075,4.373055958393957,4.373055958393957,1.0,57.5,20,99.941276,99.985,high_latency
vwap,VWAP,1075,3.275491323698191,3.275491323698191,1.0,57.5,20,99.95225,99.985,high_latency
ac,Almgren-Chriss,1076,3.2758362081894306,3.2758362081894306,1.0,57.5,20,99.97224,100.005,high_latency
heuristic,Heuristic,1076,5.452665967992552,5.778111094444515,0.9137,60.0,120,99.9504706139871,100.005,high_latency
pov,POV,1076,1.6952152392374442,1.6952152392374442,1.0,57.5,112,99.988047,100.005,high_latency
random,Random,1076,4.857851156546866,5.037948102595741,0.9612,60.0,93,99.95641905950896,100.005,high_latency
twap,TWAP,1076,4.431878406079687,4.431878406079687,1.0,57.5,20,99.960679,100.005,high_latency
vwap,VWAP,1076,3.071346432678381,3.071346432678381,1.0,57.5,20,99.974285,100.005,high_latency
ac,Almgren-Chriss,1077,3.535723213840073,3.535723213840073,1.0,57.5,20,99.969641,100.005,high_latency
heuristic,Heuristic,1077,4.80847317669897,5.398630068496715,0.8963,60.0,120,99.95691286399642,100.005,high_latency
pov,POV,1077,4.338383080845091,4.338383080845091,1.0,56.5,109,99.961614,100.005,high_latency
random,Random,1077,3.255437228139006,3.255437228139006,1.0,56.0,85,99.972444,100.005,high_latency
twap,TWAP,1077,2.388180590970978,2.388180590970978,1.0,57.5,20,99.981117,100.005,high_latency
vwap,VWAP,1077,4.002199890004897,4.002199890004897,1.0,57.5,20,99.964976,100.005,high_latency
ac,Almgren-Chriss,1078,4.822141107056177,4.822141107056177,1.0,57.5,20,99.946781,99.995,high_latency
heuristic,Heuristic,1078,2.9863082926245563,3.419470973548244,0.8995,60.0,120,99.96513841022792,99.995,high_latency
pov,POV,1078,3.246362318115496,3.246362318115496,1.0,51.5,102,99.962538,99.995,high_latency
random,Random,1078,4.786739336967008,4.786739336967008,1.0,55.5,88,99.947135,99.995,high_latency
twap,TWAP,1078,4.628131406569827,4.628131406569827,1.0,57.5,20,99.948721,99.995,high_latency
vwap,VWAP,1078,5.628081404070411,5.628081404070411,1.0,57.5,20,99.938722,99.995,high_latency
ac,Almgren-Chriss,1079,4.084704235212604,4.084704235212604,1.0,57.5,20,99.954155,99.995,high_latency
heuristic,Heuristic,1079,4.8008900389932725,5.198459922996874,0.9077,60.0,120,99.94699350005509,99.995,high_latency
pov,POV,1079,6.334316715836534,6.334316715836534,1.0,58.5,112,99.93166,99.995,high_latency
random,Random,1079,4.902245112255656,4.902245112255656,1.0,54.5,90,99.94598,99.995,high_latency
twap,TWAP,1079,5.467173358667375,5.467173358667375,1.0,57.5,20,99.940331,99.995,high_latency
vwap,VWAP,1079,5.253862693134662,5.253862693134662,1.0,57.5,20,99.942464,99.995,high_latency
ac,Almgren-Chriss,1080,5.857792889644554,5.857792889644554,1.0,57.5,20,99.936425,99.995,high_latency
heuristic,Heuristic,1080,4.184872780415518,4.710935546776972,0.8946,60.0,120,99.95315336463224,99.995,high_latency
pov,POV,1080,3.538476923846355,3.538476923846355,1.0,57.0,109,99.959617,99.995,high_latency
random,Random,1080,3.689684484224619,3.689684484224619,1.0,53.0,88,99.958105,99.995,high_latency
twap,TWAP,1080,3.471673583678835,3.471673583678835,1.0,57.5,20,99.960285,99.995,high_latency
vwap,VWAP,1080,1.856592829641351,1.856592829641351,1.0,57.5,20,99.976435,99.995,high_latency
ac,Almgren-Chriss,1081,3.56747837391931,3.56747837391931,1.0,57.5,20,99.959327,99.995,high_latency
heuristic,Heuristic,1081,4.207705410696931,4.588429421471216,0.9046,60.0,120,99.95292504974574,99.995,high_latency
pov,POV,1081,4.206410320516561,4.206410320516561,1.0,54.5,107,99.952938,99.995,high_latency
random,Random,1081,4.403020151007394,4.403020151007394,1.0,54.5,91,99.950972,99.995,high_latency
twap,TWAP,1081,4.375418770938952,4.375418770938952,1.0,57.5,20,99.951248,99.995,high_latency
vwap,VWAP,1081,5.435371768589032,5.435371768589032,1.0,57.5,20,99.940649,99.995,high_latency
ac,Almgren-Chriss,1082,5.101134829775193,5.101134829775193,1.0,57.5,20,99.963981,100.015,high_latency
heuristic,Heuristic,1082,2.9114065659524684,3.452982052691718,0.8984,60.0,120,99.98588156723063,100.015,high_latency
pov,POV,1082,5.160025996100239,5.160025996100239,1.0,60.0,118,99.963392,100.015,high_latency
random,Random,1082,4.33594960755941,4.33594960755941,1.0,49.5,84,99.971634,100.015,high_latency
twap,TWAP,1082,4.017897315402821,4.017897315402821,1.0,57.5,20,99.974815,100.015,high_latency
vwap,VWAP,1082,3.4932760085989023,3.4932760085989023,1.0,57.5,20,99.980062,100.015,high_latency
ac,Almgren-Chriss,1083,2.5481274063710027,2.5481274063710027,1.0,57.5,20,99.96952,99.995,high_latency
heuristic,Heuristic,1083,2.7296958824519173,3.13805690284486,0.8965,60.0,120,99.96770440602344,99.995,high_latency
pov,POV,1083,3.573878693935524,3.573878693935524,1.0,59.0,117,99.959263,99.995,high_latency
random,Random,1083,3.495774788739632,3.495774788739632,1.0,52.5,82,99.960044,99.995,high_latency
twap,TWAP,1083,0.1331066553318702,0.1331066553318702,1.0,57.5,20,99.993669,99.995,high_latency
vwap,VWAP,1083,2.636831841591189,2.636831841591189,1.0,57.5,20,99.968633,99.995,high_latency
ac,Almgren-Chriss,1084,4.179308965447652,4.179308965447652,1.0,57.5,20,99.95320900000002,99.995,high_latency
heuristic,Heuristic,1084,3.410134760536561,3.801090054502908,0.8952,60.0,120,99.96090035746202,99.995,high_latency
pov,POV,1084,3.1513575678786383,3.1513575678786383,1.0,57.0,112,99.963488,99.995,high_latency
random,Random,1084,3.165747600028082,3.476973848692801,0.9282,60.0,90,99.96334410687352,99.995,high_latency
twap,TWAP,1084,3.413570678533383,3.413570678533383,1.0,57.5,20,99.960866,99.995,high_latency
vwap,VWAP,1084,2.347617380868898,2.347617380868898,1.0,57.5,20,99.971525,99.995,high_latency
ac,Almgren-Chriss,1085,1.9079769942479072,1.9079769942479072,1.0,57.5,20,99.955925,99.975,high_latency
heuristic,Heuristic,1085,1.98735911260448,2.205051262815529,0.9134,60.0,120,99.95513137727174,99.975,high_latency
pov,POV,1085,5.093273318330135,5.093273318330135,1.0,57.0,112,99.92408,99.975,high_latency
random,Random,1085,1.815853963490372,1.815853963490372,1.0,54.0,89,99.956846,99.975,high_latency
twap,TWAP,1085,3.04546136534171,3.04546136534171,1.0,57.5,20,99.944553,99.975,high_latency
vwap,VWAP,1085,3.181295323831351,3.181295323831351,1.0,57.5,20,99.943195,99.975,high_latency
ac,Almgren-Chriss,1086,3.570921453926509,3.570921453926509,1.0,57.5,20,99.969289,100.005,high_latency
heuristic,Heuristic,1086,4.207543993038383,4.5116744162787,0.8924,60.0,120,99.96292245629762,100.005,high_latency
pov,POV,1086,4.191290435479041,4.191290435479041,1.0,60.0,118,99.963085,100.005,high_latency
random,Random,1086,2.5004847318615355,2.54847257637126,0.984,60.0,97,99.97999390243902,100.005,high_latency
twap,TWAP,1086,4.525973701315179,4.525973701315179,1.0,57.5,20,99.959738,100.005,high_latency
vwap,VWAP,1086,3.240137993099824,3.240137993099824,1.0,57.5,20,99.972597,100.005,high_latency
ac,Almgren-Chriss,1087,3.777966695005104,3.777966695005104,1.0,57.5,20,99.947226,99.985,high_latency
heuristic,Heuristic,1087,3.153610793906961,3.531329699455372,0.9067,60.0,120,99.95346862247712,99.985,high_latency
pov,POV,1087,2.007401110167244,2.007401110167244,1.0,60.0,118,99.964929,99.985,high_latency
random,Random,1087,4.083912546833571,4.089213382006434,0.9988,60.0,92,99.94416700040048,99.985,high_latency
twap,TWAP,1087,3.102965444817596,3.102965444817596,1.0,57.5,20,99.953975,99.985,high_latency
vwap,VWAP,1087,4.287743161473776,4.287743161473776,1.0,57.5,20,99.942129,99.985,high_latency
ac,Almgren-Chriss,1088,5.1785589279459785,5.1785589279459785,1.0,57.5,20,99.943217,99.995,high_latency
heuristic,Heuristic,1088,3.006846280843489,3.190059502974546,0.911,60.0,120,99.96493304061472,99.995,high_latency
pov,POV,1088,6.548027401369237,6.548027401369237,1.0,56.0,108,99.92952300000002,99.995,high_latency
random,Random,1088,2.860468192327896,3.0618530926548333,0.9472,60.0,98,99.9663967483108,99.995,high_latency
twap,TWAP,1088,0.884044202210125,0.884044202210125,1.0,57.5,20,99.98616,99.995,high_latency
vwap,VWAP,1088,5.092454622730275,5.092454622730275,1.0,57.5,20,99.944078,99.995,high_latency
ac,Almgren-Chriss,1089,4.8457422871138025,4.8457422871138025,1.0,57.5,20,99.946545,99.995,high_latency
heuristic,Heuristic,1089,3.877329067972594,4.115505775288243,0.8957,60.0,120,99.95622864798482,99.995,high_latency
pov,POV,1089,2.950047502374735,2.950047502374735,1.0,55.0,105,99.965501,99.995,high_latency
random,Random,1089,4.220711035551225,4.220711035551225,1.0,43.5,71,99.952795,99.995,high_latency
twap,TWAP,1089,2.8782439121955137,2.8782439121955137,1.0,57.5,20,99.966219,99.995,high_latency
vwap,VWAP,1089,4.512125606279827,4.512125606279827,1.0,57.5,20,99.949881,99.995,high_latency
ac,Almgren-Chriss,1090,3.064846757662626,3.064846757662626,1.0,57.5,20,99.97435,100.005,high_latency
heuristic,Heuristic,1090,3.712961327255798,4.063696815158436,0.9158,60.0,120,99.96786853024678,100.005,high_latency
pov,POV,1090,3.6648167591629153,3.6648167591629153,1.0,57.5,113,99.96835,100.005,high_latency
random,Random,1090,4.06429678516115,4.06429678516115,1.0,57.5,98,99.964355,100.005,high_latency
twap,TWAP,1090,3.75521223938804,3.75521223938804,1.0,57.5,20,99.967446,100.005,high_latency
vwap,VWAP,1090,2.501874906255095,2.501874906255095,1.0,57.5,20,99.97998,100.005,high_latency
ac,Almgren-Chriss,1091,3.276391458719355,3.276391458719355,1.0,57.5,20,99.952241,99.985,high_latency
heuristic,Heuristic,1091,3.557030100091024,3.846977046557341,0.8974,60.0,120,99.94943503454424,99.985,high_latency
pov,POV,1091,3.5369305395818045,3.5369305395818045,1.0,57.5,112,99.949636,99.985,high_latency
random,Random,1091,3.6812020601541007,3.8879831974792376,0.9571,60.0,89,99.94819350120156,99.985,high_latency
twap,TWAP,1091,5.131069660449783,5.131069660449783,1.0,57.5,20,99.933697,99.985,high_latency
vwap,VWAP,1091,3.681252187828972,3.681252187828972,1.0,57.5,20,99.948193,99.985,high_latency
ac,Almgren-Chriss,1092,2.8539426971356305,2.8539426971356305,1.0,57.5,20,99.966462,99.995,high_latency
heuristic,Heuristic,1092,4.823234061758484,5.175758787938771,0.9155,60.0,120,99.94677007099943,99.995,high_latency
pov,POV,1092,4.707035351767519,4.707035351767519,1.0,59.5,117,99.947932,99.995,high_latency
random,Random,1092,4.854615527318886,5.432671633581368,0.8793,60.0,89,99.94645627203458,99.995,high_latency
twap,TWAP,1092,4.023201160057232,4.023201160057232,1.0,57.5,20,99.95477,99.995,high_latency
vwap,VWAP,1092,0.1063053152652277,0.1063053152652277,1.0,57.5,20,99.993937,99.995,high_latency
ac,Almgren-Chriss,1093,4.639268036597486,4.639268036597486,1.0,57.5,20,99.958605,100.005,high_latency
heuristic,Heuristic,1093,2.8893163998937776,3.340332983349261,0.9033,60.0,120,99.97610539134288,100.005,high_latency
pov,POV,1093,2.8682565871700243,2.8682565871700243,1.0,60.0,119,99.976316,100.005,high_latency
random,Random,1093,3.4122294362668155,4.262386880655988,0.8379,60.0,91,99.97087599952262,100.005,high_latency
twap,TWAP,1093,5.693215339232442,5.693215339232442,1.0,57.5,20,99.948065,100.005,high_latency
vwap,VWAP,1093,4.744762761862707,4.744762761862707,1.0,57.5,20,99.95755,100.005,high_latency
ac,Almgren-Chriss,1094,4.93454672733717,4.93454672733717,1.0,57.5,20,99.945657,99.995,high_latency
heuristic,Heuristic,1094,3.1986518376710924,3.607980399019721,0.9018,60.0,120,99.9630150809492,99.995,high_latency
pov,POV,1094,2.798539926996024,2.798539926996024,1.0,58.5,114,99.967016,99.995,high_latency
random,Random,1094,6.1527076353826216,6.1527076353826216,1.0,54.0,88,99.933476,99.995,high_latency
twap,TWAP,1094,4.175908795439551,4.175908795439551,1.0,57.5,20,99.953243,99.995,high_latency
vwap,VWAP,1094,3.4125706285306783,3.4125706285306783,1.0,57.5,20,99.960876,99.995,high_latency
ac,Almgren-Chriss,1095,3.3799069860477124,3.3799069860477124,1.0,57.5,20,99.951206,99.985,high_latency
heuristic,Heuristic,1095,2.268686414681641,2.5989898484766223,0.913,60.0,120,99.9623165388828,99.985,high_latency
pov,POV,1095,3.979996999550101,3.979996999550101,1.0,55.5,108,99.945206,99.985,high_latency
random,Random,1095,2.0839125868879664,2.0839125868879664,1.0,56.0,94,99.964164,99.985,high_latency
twap,TWAP,1095,2.92413862079249,2.92413862079249,1.0,57.5,20,99.955763,99.985,high_latency
vwap,VWAP,1095,4.791518727809844,4.791518727809844,1.0,57.5,20,99.937092,99.985,high_latency
ac,Almgren-Chriss,1096,1.2323616180805723,1.2323616180805723,1.0,57.5,20,99.982677,99.995,high_latency
heuristic,Heuristic,1096,2.5925167509609715,2.979948997449032,0.9103,60.0,120,99.96907612874875,99.995,high_latency
pov,POV,1096,2.300615030750912,2.300615030750912,1.0,56.0,110,99.971995,99.995,high_latency
random,Random,1096,2.596929846491673,2.596929846491673,1.0,56.0,88,99.969032,99.995,high_latency
twap,TWAP,1096,5.064453222661843,5.064453222661843,1.0,57.5,20,99.944358,99.995,high_latency
vwap,VWAP,1096,2.985549277463445,2.985549277463445,1.0,57.5,20,99.965146,99.995,high_latency
ac,Almgren-Chriss,1097,2.122106105304654,2.122106105304654,1.0,57.5,20,99.97378,99.995,high_latency
heuristic,Heuristic,1097,3.455857663071787,3.828091404570456,0.8936,60.0,120,99.96044315129812,99.995,high_latency
pov,POV,1097,2.83804190209555,2.83804190209555,1.0,57.0,111,99.966621,99.995,high_latency
random,Random,1097,4.652386030179382,4.848742437123733,0.9543,60.0,87,99.94847846589124,99.995,high_latency
twap,TWAP,1097,4.095604780239166,4.095604780239166,1.0,57.5,20,99.954046,99.995,high_latency
vwap,VWAP,1097,7.000250012501332,7.000250012501332,1.0,57.5,20,99.925001,99.995,high_latency
ac,Almgren-Chriss,1098,4.68123406170358,4.68123406170358,1.0,57.5,20,99.94819,99.995,high_latency
heuristic,Heuristic,1098,3.632797331797868,3.973398669933857,0.9011,60.0,120,99.95867384308067,99.995,high_latency
pov,POV,1098,3.792889644482192,3.792889644482192,1.0,60.0,117,99.957073,99.995,high_latency
random,Random,1098,4.885144257211967,4.885144257211967,1.0,52.0,84,99.946151,99.995,high_latency
twap,TWAP,1098,5.4218710935543495,5.4218710935543495,1.0,57.5,20,99.940784,99.995,high_latency
vwap,VWAP,1098,3.3087654382722107,3.3087654382722107,1.0,57.5,20,99.961914,99.995,high_latency
ac,Almgren-Chriss,1099,4.090313547032503,4.090313547032503,1.0,57.5,20,99.944103,99.985,high_latency
heuristic,Heuristic,1099,2.067145014684676,2.291443716557853,0.9112,60.0,120,99.96433165057068,99.985,high_latency
pov,POV,1099,5.133870080511181,5.133870080511181,1.0,57.0,112,99.933669,99.985,high_latency
random,Random,1099,3.51212681902267,3.51212681902267,1.0,49.5,83,99.949884,99.985,high_latency
twap,TWAP,1099,4.686002900434254,4.686002900434254,1.0,57.5,20,99.938147,99.985,high_latency
vwap,VWAP,1099,2.731409711456485,2.731409711456485,1.0,57.5,20,99.95769,99.985,high_latency
ac,Almgren-Chriss,1000,5.900390039003132,5.900390039003132,1.0,57.5,20,99.931002,99.99,stressed
heuristic,Heuristic,1000,5.584146367495329,6.300130013000471,0.9164,60.0,120,99.93416412047142,99.99,stressed
pov,POV,1000,4.870387038703559,4.870387038703559,1.0,25.5,50,99.941301,99.99,stressed
random,Random,1000,8.149114911491894,8.149114911491894,1.0,37.5,59,99.908517,99.99,stressed
twap,TWAP,1000,7.823482348235446,7.823482348235446,1.0,57.5,20,99.911773,99.99,stressed
vwap,VWAP,1000,8.657265726572506,8.657265726572506,1.0,57.5,20,99.903436,99.99,stressed
ac,Almgren-Chriss,1001,10.928507149284554,10.928507149284554,1.0,57.5,20,99.900704,100.01,stressed
heuristic,Heuristic,1001,4.377162283771425,4.377162283771425,1.0,58.5,117,99.966224,100.01,stressed
pov,POV,1001,7.161183881610989,7.161183881610989,1.0,24.5,48,99.938381,100.01,stressed
random,Random,1001,1.9368063193679612,1.9368063193679612,1.0,45.0,71,99.99063,100.01,stressed
twap,TWAP,1001,1.8317168283163912,1.8317168283163912,1.0,57.5,20,99.991681,100.01,stressed
vwap,VWAP,1001,3.4580541945800705,3.4580541945800705,1.0,57.5,20,99.975416,100.01,stressed
ac,Almgren-Chriss,1002,6.118982152676788,6.118982152676788,1.0,57.5,20,99.953801,100.015,stressed
heuristic,Heuristic,1002,5.812025042293282,6.069189621557587,0.9607,60.0,120,99.9568710315395,100.015,stressed
pov,POV,1002,7.87741838724192,7.87741838724192,1.0,24.0,47,99.936214,100.015,stressed
random,Random,1002,3.754636804478932,3.754636804478932,1.0,39.5,66,99.977448,100.015,stressed
twap,TWAP,1002,5.59686047092962,5.59686047092962,1.0,57.5,20,99.959023,100.015,stressed
vwap,VWAP,1002,6.411638254261518,6.411638254261518,1.0,57.5,20,99.950874,100.015,stressed
ac,Almgren-Chriss,1003,2.3359832008404005,2.3359832008404005,1.0,57.5,20,99.981639,100.005,stressed
heuristic,Heuristic,1003,6.063882230448969,6.569571521424345,0.8974,60.0,120,99.9443581457544,100.005,stressed
pov,POV,1003,12.26848657567074,12.26848657567074,1.0,26.0,51,99.882309,100.005,stressed
random,Random,1003,11.54402279885932,11.54402279885932,1.0,44.5,67,99.889554,100.005,stressed
twap,TWAP,1003,5.828008599569239,5.828008599569239,1.0,57.5,20,99.946717,100.005,stressed
vwap,VWAP,1003,10.937053147341926,10.937053147341926,1.0,57.5,20,99.895624,100.005,stressed
ac,Almgren-Chriss,1004,11.164441777911978,11.164441777911978,1.0,57.5,20,99.89335,100.005,stressed
heuristic,Heuristic,1004,4.112994350282264,4.112994350282264,1.0,55.0,110,99.963868,100.005,stressed
pov,POV,1004,6.92775361231856,6.92775361231856,1.0,23.5,46,99.935719,100.005,stressed
random,Random,1004,8.935153242338588,8.935153242338588,1.0,41.0,66,99.915644,100.005,stressed
twap,TWAP,1004,5.915304234788528,5.915304234788528,1.0,57.5,20,99.945844,100.005,stressed
vwap,VWAP,1004,11.070746462676476,11.070746462676476,1.0,57.5,20,99.894287,100.005,stressed
ac,Almgren-Chriss,1005,9.69595439315858,9.69595439315858,1.0,57.5,20,99.888055,99.985,stressed
heuristic,Heuristic,1005,8.062656426887605,8.308146221932876,0.9675,60.0,120,99.90438552971575,99.985,stressed
pov,POV,1005,6.612391858778593,6.612391858778593,1.0,26.0,51,99.918886,99.985,stressed
random,Random,1005,7.471620743110914,7.471620743110914,1.0,35.5,63,99.910295,99.985,stressed
twap,TWAP,1005,3.161274191128323,3.161274191128323,1.0,57.5,20,99.953392,99.985,stressed
vwap,VWAP,1005,13.939390908635891,13.939390908635891,1.0,57.5,20,99.845627,99.985,stressed
ac,Almgren-Chriss,1006,3.4516999999996187,3.4516999999996187,1.0,57.5,20,99.965483,100.0,stressed
heuristic,Heuristic,1006,1.1384959046918084,1.4927000000006956,0.9401,60.0,120,99.98861504095308,100.0,stressed
pov,POV,1006,7.069600000000719,7.069600000000719,1.0,25.5,50,99.929304,100.0,stressed
random,Random,1006,0.1825000000008003,0.1825000000008003,1.0,43.0,67,99.998175,100.0,stressed
twap,TWAP,1006,3.879000000000815,3.879000000000815,1.0,57.5,20,99.96121,100.0,stressed
vwap,VWAP,1006,0.7073999999993249,0.7073999999993249,1.0,57.5,20,99.992926,100.0,stressed
ac,Almgren-Chriss,1007,3.622581129056651,3.622581129056651,1.0,57.5,20,99.958776,99.995,stressed
heuristic,Heuristic,1007,2.550927546378209,2.550927546378209,1.0,59.5,119,99.969492,99.995,stressed
pov,POV,1007,4.513625681283884,4.513625681283884,1.0,22.5,44,99.949866,99.995,stressed
random,Random,1007,5.057552877644278,5.057552877644278,1.0,40.5,70,99.944427,99.995,stressed
twap,TWAP,1007,4.368618430920929,4.368618430920929,1.0,57.5,20,99.951316,99.995,stressed
vwap,VWAP,1007,3.4186709335464447,3.4186709335464447,1.0,57.5,20,99.960815,99.995,stressed
ac,Almgren-Chriss,1008,9.116720819795647,9.116720819795647,1.0,57.5,20,99.93381,100.025,stressed
heuristic,Heuristic,1008,11.142017284957165,12.083679080229778,0.9178,60.0,120,99.9135519721072,100.025,stressed
pov,POV,1008,12.91817045738492,12.91817045738492,1.0,25.5,50,99.89578600000002,100.025,stressed
random,Random,1008,9.617295676080264,9.617295676080264,1.0,41.5,69,99.92880300000002,100.025,stressed
twap,TWAP,1008,9.64618845288722,9.64618845288722,1.0,57.5,20,99.928514,100.025,stressed
vwap,VWAP,1008,7.589902524369057,7.589902524369057,1.0,57.5,20,99.949082,100.025,stressed
ac,Almgren-Chriss,1009,7.041439640090047,7.041439640090047,1.0,57.5,20,99.954568,100.025,stressed
heuristic,Heuristic,1009,4.925468632841771,4.925468632841771,1.0,58.5,117,99.975733,100.025,stressed
pov,POV,1009,9.504823794051498,9.504823794051498,1.0,23.0,45,99.929928,100.025,stressed
random,Random,1009,7.464533866532706,7.464533866532706,1.0,42.0,70,99.950336,100.025,stressed
twap,TWAP,1009,8.296325918520044,8.296325918520044,1.0,57.5,20,99.942016,100.025,stressed
vwap,VWAP,1009,6.655936015996458,6.655936015996458,1.0,57.5,20,99.958424,100.025,stressed
ac,Almgren-Chriss,1010,1.8583787568129893,1.8583787568129893,1.0,57.5,20,99.966419,99.985,stressed
heuristic,Heuristic,1010,9.661948340675854,10.11891783767483,0.9458,60.0,120,99.88839500951576,99.985,stressed
pov,POV,1010,13.112266840026283,13.112266840026283,1.0,24.5,48,99.853897,99.985,stressed
random,Random,1010,5.4943241486227885,5.4943241486227885,1.0,43.0,71,99.930065,99.985,stressed
twap,TWAP,1010,3.948892333850095,3.948892333850095,1.0,57.5,20,99.945517,99.985,stressed
vwap,VWAP,1010,9.386908036205751,9.386908036205751,1.0,57.5,20,99.891145,99.985,stressed
ac,Almgren-Chriss,1011,8.125981102835388,8.125981102835388,1.0,57.5,20,99.933728,100.015,stressed
heuristic,Heuristic,1011,3.671670864495052,4.23826426036123,0.9151,60.0,120,99.97827778384875,100.015,stressed
pov,POV,1011,8.906963955405834,8.906963955405834,1.0,24.0,47,99.925917,100.015,stressed
random,Random,1011,12.316252562116096,12.316252562116096,1.0,37.5,64,99.891819,100.015,stressed
twap,TWAP,1011,6.180972854071476,6.180972854071476,1.0,57.5,20,99.953181,100.015,stressed
vwap,VWAP,1011,1.305004249363291,1.305004249363291,1.0,57.5,20,100.001948,100.015,stressed
ac,Almgren-Chriss,1012,10.011701755263912,10.011701755263912,1.0,57.5,20,99.884898,99.985,stressed
heuristic,Heuristic,1012,3.5182277341604555,3.5182277341604555,1.0,56.5,113,99.949823,99.985,stressed
pov,POV,1012,14.533179976997408,14.533179976997408,1.0,23.5,46,99.83969,99.985,stressed
random,Random,1012,4.614492173825248,4.614492173825248,1.0,44.0,71,99.938862,99.985,stressed
twap,TWAP,1012,5.649147372106562,5.649147372106562,1.0,57.5,20,99.928517,99.985,stressed
vwap,VWAP,1012,6.762314347152192,6.762314347152192,1.0,57.5,20,99.917387,99.985,stressed
ac,Almgren-Chriss,1013,2.607108933660024,2.607108933660024,1.0,57.5,20,99.988925,100.015,stressed
heuristic,Heuristic,1013,3.617246844195634,3.6750487426890825,0.9916,60.0,120,99.97882210568778,100.015,stressed
pov,POV,1013,8.775683647452926,8.775683647452926,1.0,25.0,49,99.92723,100.015,stressed
random,Random,1013,6.9110633404984805,6.9110633404984805,1.0,39.0,71,99.945879,100.015,stressed
twap,TWAP,1013,7.115232715092419,7.115232715092419,1.0,57.5,20,99.943837,100.015,stressed
vwap,VWAP,1013,2.96745488176738,2.96745488176738,1.0,57.5,20,99.985321,100.015,stressed
ac,Almgren-Chriss,1014,2.93186022096725,2.93186022096725,1.0,57.5,20,99.985677,100.015,stressed
heuristic,Heuristic,1014,9.106653393971538,9.18972154176874,0.9901,60.0,120,99.9239198060802,100.015,stressed
pov,POV,1014,5.182422636603998,5.182422636603998,1.0,24.5,48,99.963168,100.015,stressed
random,Random,1014,4.819077138428541,4.819077138428541,1.0,45.0,68,99.96680200000002,100.015,stressed
twap,TWAP,1014,8.718792181173281,8.718792181173281,1.0,57.5,20,99.927799,100.015,stressed
vwap,VWAP,1014,7.414187871819798,7.414187871819798,1.0,57.5,20,99.940847,100.015,stressed
ac,Almgren-Chriss,1015,8.07381107166026,8.07381107166026,1.0,57.5,20,99.904274,99.985,stressed
heuristic,Heuristic,1015,5.740087046478773,6.770215532330487,0.9096,60.0,120,99.9276077396658,99.985,stressed
pov,POV,1015,8.05730859628923,8.05730859628923,1.0,25.0,49,99.904439,99.985,stressed
random,Random,1015,6.17202580387015,6.17202580387015,1.0,34.0,58,99.923289,99.985,stressed
twap,TWAP,1015,9.304695704355234,9.304695704355234,1.0,57.5,20,99.891967,99.985,stressed
vwap,VWAP,1015,9.004350652598502,9.004350652598502,1.0,57.5,20,99.89497,99.985,stressed
ac,Almgren-Chriss,1016,4.079019754938254,4.079019754938254,1.0,57.5,20,99.93422,99.975,stressed
heuristic,Heuristic,1016,4.8114028507125735,4.8114028507125735,1.0,57.0,114,99.926898,99.975,stressed
pov,POV,1016,8.920530132532496,8.920530132532496,1.0,24.5,48,99.885817,99.975,stressed
random,Random,1016,10.609352338084795,10.609352338084795,1.0,42.5,68,99.868933,99.975,stressed
twap,TWAP,1016,8.734983745936255,8.734983745936255,1.0,57.5,20,99.887672,99.975,stressed
vwap,VWAP,1016,5.3519379844958825,5.3519379844958825,1.0,57.5,20,99.921494,99.975,stressed
